,Tweet,Tweet tok,True label,Pred label
30,strange these days how I am starting to decide where to eat based on what places haven't given me food poisoning,"['strange', 'these', 'days', 'how', 'I', 'am', 'starting', 'to', 'decide', 'where', 'to', 'eat', 'based', 'on', 'what', 'places', ""haven't"", 'given', 'me', 'food', 'poisoning']",0,0
31,I told them after they gave me food poisoning in 2012 they won't prosper kmt the power of the tongue   HTTPURL,"['I', 'told', 'them', 'after', 'they', 'gave', 'me', 'food', 'poisoning', 'in', '2012', 'they', ""won't"", 'prosper', 'kmt', 'the', 'power', 'of', 'the', 'tongue', 'HTTPURL']",0,0
32,Holy crap been throwing up since 3am. Think I have a fever. Is this food poison or some sort of stomach bug? Can't keep water down. [EMOJI_confounded_face],"['Holy', 'crap', 'been', 'throwing', 'up', 'since', '3am', '.', 'Think', 'I', 'have', 'a', 'fever', '.', 'Is', 'this', 'food', 'poison', 'or', 'some', 'sort', 'of', 'stomach', 'bug', '?', ""Can't"", 'keep', 'water', 'down', '.', '😖']",1,1
33,#SanJose #FoodPoisoning 93 #Shigella: Fever diarrhea stomach pain easily transmitted MariscosSanJuan Fr/Sa #BayArea   HTTPURL,"['#SanJose', '#FoodPoisoning', '93', '#Shigella', ':', 'Fever', 'diarrhea', 'stomach', 'pain', 'easily', 'transmitted', 'MariscosSanJuan', 'Fr/Sa', '#BayArea', 'HTTPURL']",1,1
34,"Man, I can't remember the last time I felt this bad. Hope it's just food poisoning like I think it is.","['Man', ',', 'I', ""can't"", 'remember', 'the', 'last', 'time', 'I', 'felt', 'this', 'bad', '.', 'Hope', ""it's"", 'just', 'food', 'poisoning', 'like', 'I', 'think', 'it', 'is', '.']",1,1
35,Real Evidence! The Incredible Benefits of Organic Food #poison #organicfarms #evidence #casestudy #detox #organic  HTTPURL,"['Real', 'Evidence', '!', 'The', 'Incredible', 'Benefits', 'of', 'Organic', 'Food', '#poison', '#organicfarms', '#evidence', '#casestudy', '#detox', '#organic', 'HTTPURL']",0,0
36,No motive is worth getting food poisoning tbh [EMOJI_sleepy_face][EMOJI_sleepy_face]  HTTPURL,"['No', 'motive', 'is', 'worth', 'getting', 'food', 'poisoning', 'tbh', '😪', '😪', 'HTTPURL']",0,0
37,My girlfriend and her entire family got food poisoning from dinner the other night but I did not...  HTTPURL,"['My', 'girlfriend', 'and', 'her', 'entire', 'family', 'got', 'food', 'poisoning', 'from', 'dinner', 'the', 'other', 'night', 'but', 'I', 'did', 'not', '.', '.', '.', 'HTTPURL']",1,1
38,@USER [EMOJI_waving_hand_light_skin_tone][EMOJI_waving_hand_light_skin_tone] food poisoning!,"['@USER', '👋🏻', '👋🏻', 'food', 'poisoning', '!']",1,1
39,@USER o/ just getting over food poisoning[EMOJI_loudly_crying_face].. My body is literally exhausted from crying all day yesterday! Hope you feel better!,"['@USER', 'o/', 'just', 'getting', 'over', 'food', 'poisoning', '😭', '.', '.', 'My', 'body', 'is', 'literally', 'exhausted', 'from', 'crying', 'all', 'day', 'yesterday', '!', 'Hope', 'you', 'feel', 'better', '!']",1,1
40,@USER your Middletown NY location is a Food Poison case waiting to happen. The place stinks and bathroom is nasty and unorganized,"['@USER', 'your', 'Middletown', 'NY', 'location', 'is', 'a', 'Food', 'Poison', 'case', 'waiting', 'to', 'happen', '.', 'The', 'place', 'stinks', 'and', 'bathroom', 'is', 'nasty', 'and', 'unorganized']",0,0
41,Grill like a PRO to avoid food poisoning! #FoodSafety #SummerHealth @USER @USER  HTTPURL  HTTPURL,"['Grill', 'like', 'a', 'PRO', 'to', 'avoid', 'food', 'poisoning', '!', '#FoodSafety', '#SummerHealth', '@USER', '@USER', 'HTTPURL', 'HTTPURL']",0,0
42,I think I might have food poisoning [EMOJI_confused_face],"['I', 'think', 'I', 'might', 'have', 'food', 'poisoning', '😕']",1,1
43,Tweet when you vomit: It's your duty @USER research #norovirus & #foodpoisoning   HTTPURL,"['Tweet', 'when', 'you', 'vomit', ':', ""It's"", 'your', 'duty', '@USER', 'research', '#norovirus', '&', '#foodpoisoning', 'HTTPURL']",0,0
44,CAR clinches playoff berth with:  1) ATL + TB develop bad case of food poisoning 2) PIGS fly 3) HELL freezes over  HTTPURL,"['CAR', 'clinches', 'playoff', 'berth', 'with', ':', '1', ')', 'ATL', '+', 'TB', 'develop', 'bad', 'case', 'of', 'food', 'poisoning', '2', ')', 'PIGS', 'fly', '3', ')', 'HELL', 'freezes', 'over', 'HTTPURL']",0,0
45,Our Office's #WorstGifts No.2: Grandma shipped me some homemade fruitcake that gave me food poisoning.  Couldn't eat for two days.,"['Our', ""Office's"", '#WorstGifts', 'No', '.', '2', ':', 'Grandma', 'shipped', 'me', 'some', 'homemade', 'fruitcake', 'that', 'gave', 'me', 'food', 'poisoning', '.', ""Couldn't"", 'eat', 'for', 'two', 'days', '.']",1,1
46,I love food so much and now that I got food poisoning I just feel so betrayed[EMOJI_sleepy_face],"['I', 'love', 'food', 'so', 'much', 'and', 'now', 'that', 'I', 'got', 'food', 'poisoning', 'I', 'just', 'feel', 'so', 'betrayed', '😪']",1,1
47,I just got over having food poisoning or stomach virus and now here come these fucking cramps,"['I', 'just', 'got', 'over', 'having', 'food', 'poisoning', 'or', 'stomach', 'virus', 'and', 'now', 'here', 'come', 'these', 'fucking', 'cramps']",1,1
48,Don't trust myself to make chicken and not give myself food poisoning,"[""Don't"", 'trust', 'myself', 'to', 'make', 'chicken', 'and', 'not', 'give', 'myself', 'food', 'poisoning']",0,0
49,thanks for the food poisoning @USER,"['thanks', 'for', 'the', 'food', 'poisoning', '@USER']",1,1
50,"@USER @USER yeah man I'll be surprised if I do, not only did it give me food poisoning but it was also the wrong pizza","['@USER', '@USER', 'yeah', 'man', ""I'll"", 'be', 'surprised', 'if', 'I', 'do', ',', 'not', 'only', 'did', 'it', 'give', 'me', 'food', 'poisoning', 'but', 'it', 'was', 'also', 'the', 'wrong', 'pizza']",1,1
51,@USER less likely to get food poisoning too,"['@USER', 'less', 'likely', 'to', 'get', 'food', 'poisoning', 'too']",0,0
52,"How chemists are helping us not get food poisoning: Borrowing concepts from medical diagnostic devices, they'v...  HTTPURL","['How', 'chemists', 'are', 'helping', 'us', 'not', 'get', 'food', 'poisoning', ':', 'Borrowing', 'concepts', 'from', 'medical', 'diagnostic', 'devices', ',', ""they'v"", '.', '.', '.', 'HTTPURL']",0,0
53,99% sure I got food poisoning from that cookout yesterday,"['99%', 'sure', 'I', 'got', 'food', 'poisoning', 'from', 'that', 'cookout', 'yesterday']",1,1
54,food poisoning will have you PRAYING for death,"['food', 'poisoning', 'will', 'have', 'you', 'PRAYING', 'for', 'death']",0,0
55,After our free ball game half the office is out sick! Yay food poisoning. Now to go home and pray for a swift death,"['After', 'our', 'free', 'ball', 'game', 'half', 'the', 'office', 'is', 'out', 'sick', '!', 'Yay', 'food', 'poisoning', '.', 'Now', 'to', 'go', 'home', 'and', 'pray', 'for', 'a', 'swift', 'death']",1,1
56,@USER Thanks-same to you & your people. Compliance with food handling regulations is quite often poor & there is not the level of inspection going on 2 stop food poisoning outbreaks. Have a look at your local butcher/fish monger. Barriers should be in place between fresh & raw food.,"['@USER', 'Thanks-same', 'to', 'you', '&', 'your', 'people', '.', 'Compliance', 'with', 'food', 'handling', 'regulations', 'is', 'quite', 'often', 'poor', '&', 'there', 'is', 'not', 'the', 'level', 'of', 'inspection', 'going', 'on', '2', 'stop', 'food', 'poisoning', 'outbreaks', '.', 'Have', 'a', 'look', 'at', 'your', 'local', 'butcher/fish', 'monger', '.', 'Barriers', 'should', 'be', 'in', 'place', 'between', 'fresh', '&', 'raw', 'food', '.']",0,0
57,"2018 update: I ate chicken that wasn't cooked properly and I'm pretty sure I have food poisoning, or, a small army of centipedes is digging through my insides and tearing everything in their path oh man","['2018', 'update', ':', 'I', 'ate', 'chicken', 'that', ""wasn't"", 'cooked', 'properly', 'and', ""I'm"", 'pretty', 'sure', 'I', 'have', 'food', 'poisoning', ',', 'or', ',', 'a', 'small', 'army', 'of', 'centipedes', 'is', 'digging', 'through', 'my', 'insides', 'and', 'tearing', 'everything', 'in', 'their', 'path', 'oh', 'man']",1,1
58,"I feel absolutely terrible. First I get food poisoning, and I guess I was catching a cold?? I've been sneezing and congested all day. Someone send cold medicine and tea","['I', 'feel', 'absolutely', 'terrible', '.', 'First', 'I', 'get', 'food', 'poisoning', ',', 'and', 'I', 'guess', 'I', 'was', 'catching', 'a', 'cold', '?', '?', ""I've"", 'been', 'sneezing', 'and', 'congested', 'all', 'day', '.', 'Someone', 'send', 'cold', 'medicine', 'and', 'tea']",1,1
59,Is your New Year's resolution to lose weight? I'm selling pieces of the pizza that gave us food poisoning for $20 a slice. Get the “beach body” you've always wanted in 24 hours!,"['Is', 'your', 'New', ""Year's"", 'resolution', 'to', 'lose', 'weight', '?', ""I'm"", 'selling', 'pieces', 'of', 'the', 'pizza', 'that', 'gave', 'us', 'food', 'poisoning', 'for', '$20', 'a', 'slice', '.', 'Get', 'the', '“beach', 'body”', ""you've"", 'always', 'wanted', 'in', '24', 'hours', '!']",1,1
60,"bought $CMG weekly $320 puts at $4.78 average sold $8.39 w/10 contracts on food poisoning news +75% or +$over $3,500 on the trade up over $6k on the day all trades live in chat  HTTPURL $NSPR $IMMY $AKAIO $CALD $IMMR $HMNY $SDOW $CLF $AQ $CYTX $PE $EARS $VTGN","['bought', '$CMG', 'weekly', '$320', 'puts', 'at', '$4', '.', '78', 'average', 'sold', '$8', '.', '39', 'w/10', 'contracts', 'on', 'food', 'poisoning', 'news', '+', '75%', 'or', '+', '$over', '$3', ',', '500', 'on', 'the', 'trade', 'up', 'over', '$6k', 'on', 'the', 'day', 'all', 'trades', 'live', 'in', 'chat', 'HTTPURL', '$NSPR', '$IMMY', '$AKAIO', '$CALD', '$IMMR', '$HMNY', '$SDOW', '$CLF', '$AQ', '$CYTX', '$PE', '$EARS', '$VTGN']",0,0
61,"Why do so many people on Dinner Date decide to attempt cooking something they've never made before? It's like HEY A STRANGER IS COMING FOR DINNER, MIGHT MAKE THEM BEEF WELLINGTON AND A SIDE OF FOOD POISONING","['Why', 'do', 'so', 'many', 'people', 'on', 'Dinner', 'Date', 'decide', 'to', 'attempt', 'cooking', 'something', ""they've"", 'never', 'made', 'before', '?', ""It's"", 'like', 'HEY', 'A', 'STRANGER', 'IS', 'COMING', 'FOR', 'DINNER', ',', 'MIGHT', 'MAKE', 'THEM', 'BEEF', 'WELLINGTON', 'AND', 'A', 'SIDE', 'OF', 'FOOD', 'POISONING']",0,0
62,"It is 4:30am in China and I just vomited. You would think it's because of food poisoning or jet lag. But no folks, it's because I'm just *that* anxious about my job [EMOJI_smiling_face_with_sunglasses]","['It', 'is', '4', ':', '30am', 'in', 'China', 'and', 'I', 'just', 'vomited', '.', 'You', 'would', 'think', ""it's"", 'because', 'of', 'food', 'poisoning', 'or', 'jet', 'lag', '.', 'But', 'no', 'folks', ',', ""it's"", 'because', ""I'm"", 'just', '*that*', 'anxious', 'about', 'my', 'job', '😎']",0,0
63,I have food poisoning and this is what i get from her [EMOJI_face_with_tears_of_joy]  HTTPURL,"['I', 'have', 'food', 'poisoning', 'and', 'this', 'is', 'what', 'i', 'get', 'from', 'her', '😂', 'HTTPURL']",1,1
64,The latest FReshCategory Food Safety & Quality Daily!  HTTPURL #salmonella #foodpoisoning,"['The', 'latest', 'FReshCategory', 'Food', 'Safety', '&', 'Quality', 'Daily', '!', 'HTTPURL', '#salmonella', '#foodpoisoning']",0,0
65,Woke up feeling OK. Did my morning routine. Got in the car to drive to work and realized I was really nauseous so circled around and got back in bed. Not sure if this food poisoning or stomach flu/virus...,"['Woke', 'up', 'feeling', 'OK', '.', 'Did', 'my', 'morning', 'routine', '.', 'Got', 'in', 'the', 'car', 'to', 'drive', 'to', 'work', 'and', 'realized', 'I', 'was', 'really', 'nauseous', 'so', 'circled', 'around', 'and', 'got', 'back', 'in', 'bed', '.', 'Not', 'sure', 'if', 'this', 'food', 'poisoning', 'or', 'stomach', 'flu/virus', '.', '.', '.']",1,1
66,Actually it's food poisoning but guys really watch what you guys eat and PLEASE PLEASE take care of yourselves out there especially if you have the flu or have been around someone with the flu  It also doesn't help since I've been attacked by a cat recently  HTTPURL,"['Actually', ""it's"", 'food', 'poisoning', 'but', 'guys', 'really', 'watch', 'what', 'you', 'guys', 'eat', 'and', 'PLEASE', 'PLEASE', 'take', 'care', 'of', 'yourselves', 'out', 'there', 'especially', 'if', 'you', 'have', 'the', 'flu', 'or', 'have', 'been', 'around', 'someone', 'with', 'the', 'flu', 'It', 'also', ""doesn't"", 'help', 'since', ""I've"", 'been', 'attacked', 'by', 'a', 'cat', 'recently', 'HTTPURL']",1,1
67,"Got a gnarly case of food poisoning yesterday and ended up throwing up in the fourth quarter of the Super Bowl.  My dad: ""So you pulled a Donovan McNabb?""","['Got', 'a', 'gnarly', 'case', 'of', 'food', 'poisoning', 'yesterday', 'and', 'ended', 'up', 'throwing', 'up', 'in', 'the', 'fourth', 'quarter', 'of', 'the', 'Super', 'Bowl', '.', 'My', 'dad', ':', '""', 'So', 'you', 'pulled', 'a', 'Donovan', 'McNabb', '?', '""']",1,1
68,"@USER @USER Also, there are bacteria in shellfish that spreads rapidly once the lobster dies. So if you cook the lobster already dead then you have a higher chance of getting food poison. #sec64","['@USER', '@USER', 'Also', ',', 'there', 'are', 'bacteria', 'in', 'shellfish', 'that', 'spreads', 'rapidly', 'once', 'the', 'lobster', 'dies', '.', 'So', 'if', 'you', 'cook', 'the', 'lobster', 'already', 'dead', 'then', 'you', 'have', 'a', 'higher', 'chance', 'of', 'getting', 'food', 'poison', '.', '#sec64']",0,0
69,I thought I was such a big boy because I had graduated from Mango Lime to Medium. @USER [stop reading] . But the chicken was under cooked or reheated so I got food poisoning and ended up shitting my pants. . Not such a big boy  . #HappyValentinesDay from @USER  HTTPURL,"['I', 'thought', 'I', 'was', 'such', 'a', 'big', 'boy', 'because', 'I', 'had', 'graduated', 'from', 'Mango', 'Lime', 'to', 'Medium', '.', '@USER', '[', 'stop', 'reading', ']', '.', 'But', 'the', 'chicken', 'was', 'under', 'cooked', 'or', 'reheated', 'so', 'I', 'got', 'food', 'poisoning', 'and', 'ended', 'up', 'shitting', 'my', 'pants', '.', '.', 'Not', 'such', 'a', 'big', 'boy', '.', '#HappyValentinesDay', 'from', '@USER', 'HTTPURL']",1,1
70,I'd love to write a load of soppy status's about how much I love @USER but I'm 98% certain he's given me food poisoning and to add insult to injury he didn't even buy me anything!!  so fuck you Cakesy sleep on the sofa [EMOJI_face_vomiting][EMOJI_tired_face][EMOJI_oncoming_fist_medium-light_skin_tone],"[""I'd"", 'love', 'to', 'write', 'a', 'load', 'of', 'soppy', ""status's"", 'about', 'how', 'much', 'I', 'love', '@USER', 'but', ""I'm"", '98%', 'certain', ""he's"", 'given', 'me', 'food', 'poisoning', 'and', 'to', 'add', 'insult', 'to', 'injury', 'he', ""didn't"", 'even', 'buy', 'me', 'anything', '!', '!', 'so', 'fuck', 'you', 'Cakesy', 'sleep', 'on', 'the', 'sofa', '🤮', '😫', ':oncoming_fist_medium:-light_skin_tone']",1,1
71,@USER You either had food poisoning or your lymph nodes are fucked up. Or it could've been something else.,"['@USER', 'You', 'either', 'had', 'food', 'poisoning', 'or', 'your', 'lymph', 'nodes', 'are', 'fucked', 'up', '.', 'Or', 'it', ""could've"", 'been', 'something', 'else', '.']",1,1
72,"I thought I had food poisoning this past weekend, come to find out beef fat was snuck in my food. I have been legit fucked up since SUNDAY!!! I haven't had beef in ELEVEN YEARS YALL!!!!!","['I', 'thought', 'I', 'had', 'food', 'poisoning', 'this', 'past', 'weekend', ',', 'come', 'to', 'find', 'out', 'beef', 'fat', 'was', 'snuck', 'in', 'my', 'food', '.', 'I', 'have', 'been', 'legit', 'fucked', 'up', 'since', 'SUNDAY', '!', '!', '!', 'I', ""haven't"", 'had', 'beef', 'in', 'ELEVEN', 'YEARS', 'YALL', '!', '!', '!', '!', '!']",1,1
73,"I woke up with half of my clothes, hair accessories and makeup stolen, then Brayden has been throwing up for 3 days straight & needs an emergent upper gi done today. Welp happy Monday everyone [EMOJI_face_with_rolling_eyes][EMOJI_face_with_rolling_eyes]","['I', 'woke', 'up', 'with', 'half', 'of', 'my', 'clothes', ',', 'hair', 'accessories', 'and', 'makeup', 'stolen', ',', 'then', 'Brayden', 'has', 'been', 'throwing', 'up', 'for', '3', 'days', 'straight', '&', 'needs', 'an', 'emergent', 'upper', 'gi', 'done', 'today', '.', 'Welp', 'happy', 'Monday', 'everyone', '🙄', '🙄']",0,0
74,@USER I bet he'd rather die of food poisoning than answer any question,"['@USER', 'I', 'bet', ""he'd"", 'rather', 'die', 'of', 'food', 'poisoning', 'than', 'answer', 'any', 'question']",0,0
75,"Ah, the perks of being married to an actor! Listening to my wife rehearsing vomiting, over & over & over & over & over & over. Who knew there could be such nuances to throwing up.","['Ah', ',', 'the', 'perks', 'of', 'being', 'married', 'to', 'an', 'actor', '!', 'Listening', 'to', 'my', 'wife', 'rehearsing', 'vomiting', ',', 'over', '&', 'over', '&', 'over', '&', 'over', '&', 'over', '&', 'over', '.', 'Who', 'knew', 'there', 'could', 'be', 'such', 'nuances', 'to', 'throwing', 'up', '.']",0,0
76,@USER No. Just steady pain all night. I feel a little better after throwing up.,"['@USER', 'No', '.', 'Just', 'steady', 'pain', 'all', 'night', '.', 'I', 'feel', 'a', 'little', 'better', 'after', 'throwing', 'up', '.']",0,0
77,I hate throwing up. That shit nasty AsF [EMOJI_face_with_tears_of_joy][EMOJI_loudly_crying_face] & den I be wantin to get babied [EMOJI_face_with_rolling_eyes],"['I', 'hate', 'throwing', 'up', '.', 'That', 'shit', 'nasty', 'AsF', '😂', '😭', '&', 'den', 'I', 'be', 'wantin', 'to', 'get', 'babied', '🙄']",0,0
78,"Well, throwing up at 3 am for no reason is always fun.. and no I'm not pregnant.","['Well', ',', 'throwing', 'up', 'at', '3', 'am', 'for', 'no', 'reason', 'is', 'always', 'fun', '.', '.', 'and', 'no', ""I'm"", 'not', 'pregnant', '.']",0,0
79,Oops trying to fuck wit me throwing up the white flag an shit we don't do dat [EMOJI_man_facepalming_medium-dark_skin_tone][EMOJI_middle_finger_medium-dark_skin_tone],"['Oops', 'trying', 'to', 'fuck', 'wit', 'me', 'throwing', 'up', 'the', 'white', 'flag', 'an', 'shit', 'we', ""don't"", 'do', 'dat', ':man_facepalming_medium:-dark_skin_tone', ':middle_finger_medium:-dark_skin_tone']",0,0
80,i ate lots of random things and then i drank random things too so now i feel like throwing up,"['i', 'ate', 'lots', 'of', 'random', 'things', 'and', 'then', 'i', 'drank', 'random', 'things', 'too', 'so', 'now', 'i', 'feel', 'like', 'throwing', 'up']",0,0
81,S/O to my dad for cleaning up my throwing up for me so there wouldn't be more [EMOJI_grinning_face_with_sweat],"['S/O', 'to', 'my', 'dad', 'for', 'cleaning', 'up', 'my', 'throwing', 'up', 'for', 'me', 'so', 'there', ""wouldn't"", 'be', 'more', '😅']",0,0
82,This is an apology to my dog Nori.  I'm sorry for throwing up on you last night.,"['This', 'is', 'an', 'apology', 'to', 'my', 'dog', 'Nori', '.', ""I'm"", 'sorry', 'for', 'throwing', 'up', 'on', 'you', 'last', 'night', '.']",0,0
83,Aww tynae in there throwing up [EMOJI_weary_face] praying for her [EMOJI_loudly_crying_face] she sound like she hurt lol,"['Aww', 'tynae', 'in', 'there', 'throwing', 'up', '😩', 'praying', 'for', 'her', '😭', 'she', 'sound', 'like', 'she', 'hurt', 'lol']",0,0
